name,rarity,color_identity
"Totentanz, Swarm Piper",uncommon,Multicolor
Tough Cookie,uncommon,G
Troublemaker Ouphe,common,G
"Troyan, Gutsy Explorer",uncommon,Multicolor
Tuinvale Guide,common,W
Twining Twins,rare,Multicolor
Twisted Fealty,uncommon,R
Twisted Sewer-Witch,uncommon,B
Two-Headed Hunter,uncommon,R
Unassuming Sage,common,W
Unnatural Growth,special,G
Unruly Catapult,common,R
Up the Beanstalk,uncommon,G
Utopia Sprawl,special,G
Vampiric Rites,special,B
Vantress Transmuter,common,U
Verdant Outrider,common,G
Virtue of Courage,mythic,R
Virtue of Knowledge,mythic,U
Virtue of Loyalty,mythic,W
Virtue of Persistence,mythic,B
Virtue of Strength,mythic,G
Voracious Vermin,common,B
Warehouse Tabby,common,B
Waste Not,special,B
Water Wings,common,U
Welcome to Sweettooth,uncommon,G
Werefox Bodyguard,rare,W
Wicked Visitor,common,B
"Will, Scion of Peace",mythic,Multicolor
Witch's Mark,common,R
Witchstalker Frenzy,uncommon,R
Woodland Acolyte,uncommon,Multicolor
"Yenna, Redtooth Regent",rare,Multicolor
