name,rarity,color_identity
"Jace, the Perfected Mind",mythic,U
Jawbone Duelist,uncommon,W
"Jin-Gitaxias, Progress Tyrant",special,U
"Jor Kadeen, First Goldwarden",rare,Multicolor
"Kaito, Dancing Shadow",rare,Multicolor
"Karumonix, the Rat King",rare,B
"Kaya, Intangible Slayer",rare,Multicolor
"Kemba, Kha Enduring",rare,W
"Kethek, Crucible Goliath",rare,Multicolor
"Koth, Fire of Resistance",rare,R
Kuldotha Cackler,common,R
Lattice-Blade Mantis,common,G
Leonin Lightbringer,common,W
"Lukka, Bound to Ruin",mythic,Multicolor
Magmatic Sprinter,uncommon,R
Malcator's Watcher,common,U
"Malcator, Purity Overseer",rare,Multicolor
Mandible Justiciar,common,W
Maze Skullbomb,common,G
Maze's Mantle,common,G
Meldweb Curator,common,U
Meldweb Strider,common,U
"Melira, the Living Cure",rare,Multicolor
Mercurial Spelldancer,rare,U
Mesmerizing Dose,common,U
"Migloz, Maze Crusher",rare,Multicolor
Mindsplice Apparatus,rare,U
Minor Misstep,uncommon,U
Mirran Bardiche,common,W
Mirran Safehouse,rare,Colorless
Mirrex,rare,Colorless
Molten Rebuke,common,R
"Mondrak, Glory Dominus",mythic,W
Monument to Perfection,rare,Colorless
Myr Convert,uncommon,Colorless
Myr Custodian,common,Colorless
Myr Kinsmith,common,Colorless
Nahiri's Sacrifice,uncommon,R
"Nahiri, the Unforgiving",mythic,Multicolor
Necrogen Communion,uncommon,B
Necrogen Rotpriest,uncommon,Multicolor
Necrosquito,uncommon,B
Nimraiser Paladin,uncommon,B
"Nissa, Ascended Animist",mythic,G
Norn's Wellspring,rare,W
Noxious Assault,uncommon,G
Offer Immortality,common,B
Oil-Gorger Troll,common,G
Orthodoxy Enforcer,common,W
Ossification,uncommon,W
"Ovika, Enigma Goliath",rare,Multicolor
Oxidda Finisher,uncommon,R
Paladin of Predation,uncommon,G
Pestilent Syphoner,common,B
Phyrexian Arena,special,B
Phyrexian Atlas,common,Colorless
Phyrexian Obliterator,mythic,B
Phyrexian Vindicator,mythic,W
Plague Nurse,common,G
Planar Disruption,common,W
Plated Onslaught,uncommon,W
Porcelain Zealot,uncommon,W
Predation Steward,common,G
Prologue to Phyresis,common,U
Prophetic Prism,special,Colorless
Prosthetic Injector,uncommon,Colorless
Quicksilver Fisher,common,U
Ravenous Necrotitan,uncommon,B
Razorverge Thicket,rare,Multicolor
Rebel Salvo,uncommon,R
Red Sun's Twilight,rare,R
Reject Imperfection,uncommon,U
Resistance Reunited,uncommon,W
Resistance Skywarden,uncommon,R
"Ria Ivor, Bane of Bladehold",rare,Multicolor
Ribskiff,uncommon,Colorless
Rustvine Cultivator,common,G
Ruthless Predation,common,G
Sawblade Scamp,common,R
Scheming Aspirant,uncommon,B
Seachrome Coast,rare,Multicolor
Serum Snare,uncommon,U
Serum-Core Chimera,uncommon,Multicolor
Sheoldred's Edict,uncommon,B
Sheoldred's Headcleaver,common,B
"Sheoldred, the Apocalypse",special,B
Shrapnel Slinger,common,R
Sinew Dancer,common,W
Skrelv's Hive,rare,W
"Skrelv, Defector Mite",rare,W
Skyscythe Engulfer,common,G
Slaughter Singer,uncommon,Multicolor
"Slobad, Iron Goblin",rare,R
"Solphim, Mayhem Dominus",mythic,R
Soulless Jailer,rare,Colorless
Staff of Compleation,mythic,Colorless
Stinging Hivemaster,common,B
Surgical Skullbomb,common,U
Swooping Lookout,uncommon,W
Sword of Forge and Frontier,mythic,Colorless
Sylvok Battle-Chair,uncommon,G
Tablet of Compleation,rare,Colorless
Tainted Observer,uncommon,Multicolor
Tamiyo's Immobilizer,uncommon,U
Tamiyo's Logbook,uncommon,U
"Tekuthal, Inquiry Dominus",mythic,U
Terramorphic Expanse,special,Colorless
Testament Bearer,common,B
The Autonomous Furnace,common,R
The Dross Pits,common,B
The Eternal Wanderer,rare,W
The Fair Basilica,common,W
The Filigree Sylex,rare,Colorless
The Hunter Maze,common,G
The Monumental Facade,rare,Colorless
The Mycosynth Gardens,rare,Colorless
The Seedcore,rare,Colorless
The Surgical Bay,common,U
Thirsting Roots,common,G
Thrill of Possibility,special,R
Thrummingbird,uncommon,U
"Thrun, Breaker of Silence",rare,G
Titanic Growth,special,G
Transplant Theorist,uncommon,U
Trawler Drake,uncommon,U
Tyrranax Atrocity,common,G
Tyrranax Rex,mythic,G
Tyvar's Stand,uncommon,G
"Tyvar, Jubilant Brawler",rare,Multicolor
Unctus's Retrofitter,uncommon,U
"Unctus, Grand Metatect",rare,U
Unnatural Restoration,uncommon,G
Urabrask's Anointer,uncommon,R
Urabrask's Forge,rare,R
"Urabrask, Heretic Praetor",special,R
Vanish into Eternity,common,W
Vat Emergence,uncommon,B
Vat of Rebirth,uncommon,B
Veil of Assimilation,uncommon,W
Venerated Rotpriest,rare,G
Venomous Brutalizer,uncommon,G
"Venser, Corpse Puppet",rare,Multicolor
Vindictive Flamestoker,rare,R
Viral Spawning,uncommon,G
Vivisection Evangelist,uncommon,Multicolor
Vivisurgeon's Insight,common,U
Voidwing Hybrid,uncommon,Multicolor
Volt Charge,common,R
"Vorinclex, Monstrous Raider",special,G
"Vraan, Executioner Thane",rare,B
Vraska's Fall,common,B
"Vraska, Betrayal's Sting",mythic,B
Vulshok Splitter,common,R
Watchful Blisterzoa,uncommon,U
Whisper of the Dross,common,B
White Sun's Twilight,rare,W
Zealot's Conviction,common,W
Zenith Chronicler,rare,Colorless
"Zopandrel, Hunger Dominus",mythic,G
