name,rarity,color_identity
Phyrexian Dragon Engine,rare,R
Phyrexian Fleshgorger,mythic,B
Phyrexian Processor,special,Colorless
Phyrexian Revoker,special,Colorless
Platinum Angel,special,Colorless
Platoon Dispenser,mythic,W
Portal to Phyrexia,mythic,Colorless
Power Plant Worker,common,Colorless
Powerstone Engineer,common,W
Powerstone Fracture,common,B
Precursor Golem,special,Colorless
Prison Sentence,common,W
Pristine Talisman,special,Colorless
Psychosis Crawler,special,Colorless
Pyrrhic Blast,uncommon,R
Queen Kayla bin-Kroog,rare,Multicolor
Quicksilver Amulet,special,Colorless
Quietus Spike,special,Colorless
"Ramos, Dragon Engine",special,Multicolor
Ravenous Gigamole,common,B
Raze to the Ground,common,R
Razorlash Transmogrant,rare,B
Recommission,common,W
Reconstructed Thopter,uncommon,Colorless
Recruitment Officer,uncommon,W
Repair and Recharge,uncommon,W
Retrieval Agent,common,U
Roc Hunter,common,R
Rootwire Amalgam,mythic,G
Runechanter's Pike,special,Colorless
Rust Goliath,common,G
"Saheeli, Filigree Master",mythic,Multicolor
Sardian Cliffstomper,uncommon,R
Sarinth Greatwurm,mythic,Multicolor
Sarinth Steelseeker,uncommon,G
Scatter Ray,common,U
Scrap Trawler,special,Colorless
Scrapwork Cohort,common,W
Scrapwork Mutt,common,R
Scrapwork Rager,common,B
Sculpting Steel,special,Colorless
Self-Assembler,special,Colorless
Semblance Anvil,special,Colorless
Shoot Down,common,G
Sibling Rivalry,common,R
Siege Veteran,rare,W
Sigil of Valor,special,Colorless
Simian Simulacrum,rare,G
Skitterbeam Battalion,mythic,R
Skyfisher Spider,uncommon,Multicolor
Skystrike Officer,rare,U
Slagstone Refinery,uncommon,Colorless
Soul Partition,rare,W
Soul-Guide Lantern,special,Colorless
Spectrum Sentinel,uncommon,Colorless
Splitting the Powerstone,uncommon,U
Spotter Thopter,uncommon,U
Springleaf Drum,special,Colorless
Staff of Domination,special,Colorless
Static Net,uncommon,W
Steel Exemplar,uncommon,Colorless
Steel Seraph,rare,W
Stern Lesson,common,U
Stone Retrieval Unit,common,Colorless
Su-Chi Cave Guard,uncommon,Colorless
Sundering Titan,special,Colorless
Supply Drop,common,Colorless
Surge Engine,mythic,U
Survivor of Korlis,common,W
Swiftfoot Boots,special,Colorless
Swiftgear Drake,common,Colorless
Sword of the Meek,special,Colorless
Symmetry Matrix,uncommon,Colorless
Take Flight,uncommon,U
Tawnos's Tinkering,common,G
"Tawnos, the Toymaker",rare,Multicolor
Teething Wurmlet,rare,G
"Teferi, Temporal Pilgrim",mythic,U
Terisian Mindbreaker,rare,U
The Fall of Kroog,uncommon,R
The Mightstone and Weakstone,rare,Colorless
The Stasis Coffin,rare,Colorless
The Stone Brain,rare,Colorless
The Temporal Anchor,rare,U
Third Path Iconoclast,uncommon,Multicolor
Third Path Savant,common,U
Thopter Architect,uncommon,W
Thopter Mechanic,uncommon,U
Thorn of Amethyst,special,Colorless
Thran Power Suit,uncommon,Colorless
Thran Spider,rare,Colorless
Thran Vigil,uncommon,B
Thraxodemon,common,B
Titania's Command,rare,G
"Titania, Voice of Gaea",mythic,G
Tocasia's Dig Site,common,Colorless
Tocasia's Onulet,common,W
Tocasia's Welcome,rare,W
"Tocasia, Dig Site Mentor",rare,Multicolor
Tomakul Honor Guard,common,G
Tomakul Scrapsmith,common,R
Tower Worker,common,Colorless
Transmogrant Altar,uncommon,B
Transmogrant's Crown,rare,B
Trench Stalker,common,B
Tyrant of Kher Ridges,rare,R
Underground River,rare,Multicolor
Union of the Third Path,common,W
Unleash Shell,common,R
Unwinding Clock,special,Colorless
Urza's Command,rare,U
Urza's Rebuff,common,U
Urza's Sylex,mythic,W
"Urza, Lord Protector",mythic,Multicolor
"Urza, Powerstone Prodigy",uncommon,U
"Urza, Prince of Kroog",rare,Multicolor
Veteran's Powerblade,common,W
Visions of Phyrexia,rare,R
Warlord's Elite,common,W
Wasteful Harvest,common,G
Weakstone's Subjugation,common,U
Well of Lost Dreams,special,Colorless
Whirling Strike,common,R
Wing Commando,common,U
Wurmcoil Engine,special,Colorless
Yotian Dissident,uncommon,Multicolor
Yotian Frontliner,uncommon,W
Yotian Medic,common,W
Yotian Tactician,uncommon,Multicolor
Zephyr Sentinel,uncommon,U
