name,rarity,color_identity
Frantic Strength,common,G
Friendly Ghost,common,W
Friendly Teddy,common,Colorless
Funeral Room // Awakening Hall,mythic,B
Get Out,uncommon,U
Ghost Vacuum,rare,Colorless
Ghostly Dancers,rare,W
Ghostly Keybearer,uncommon,U
Give In to Violence,common,B
Glassworks // Shattered Yard,common,R
Glimmer Seeker,uncommon,W
Glimmerburst,common,U
Glimmerlight,common,Colorless
Gloomlake Verge,rare,Multicolor
Grab the Prize,common,R
Grand Entryway // Elegant Rotunda,common,W
Grasping Longneck,common,G
Greenhouse // Rickety Gazebo,uncommon,G
Gremlin Tamer,uncommon,Multicolor
Grievous Wound,rare,B
Growing Dread,uncommon,Multicolor
Hallowed Haunting,special,W
Hand That Feeds,common,R
Hardened Escort,common,W
Haunted Screen,uncommon,Multicolor
Hauntwoods Shrieker,mythic,G
Hedge Shredder,rare,G
Horrid Vigor,common,G
House Cartographer,uncommon,G
Hushwood Verge,rare,Multicolor
Impossible Inferno,common,R
Infernal Phantom,uncommon,R
Innocuous Rat,common,B
Inquisitive Glimmer,uncommon,Multicolor
Insidious Fungus,uncommon,G
Intruding Soulrager,uncommon,Multicolor
Irreverent Gremlin,uncommon,R
Jump Scare,common,W
"Kaito, Bane of Nightmares",mythic,Multicolor
Keys to the House,uncommon,Colorless
Killer's Mask,uncommon,B
"Kona, Rescue Beastie",rare,G
Lakeside Shack,common,Multicolor
Let's Play a Game,uncommon,B
Leyline of Hope,rare,W
Leyline of Mutation,rare,Multicolor
Leyline of Resonance,rare,R
Leyline of Transformation,rare,U
Leyline of the Void,rare,B
Lionheart Glimmer,uncommon,W
Live or Die,uncommon,B
Living Phone,common,W
Maddening Hex,special,R
Malevolent Chandelier,common,Colorless
Manifest Dread,common,G
Marina Vendrell,rare,Multicolor
Marina Vendrell's Grimoire,rare,U
"Marvin, Murderous Mimic",rare,Colorless
Meat Locker // Drowned Diner,common,U
Meathook Massacre II,mythic,B
Miasma Demon,uncommon,B
Midnight Mayhem,uncommon,Multicolor
Mirror Room // Fractured Realm,mythic,U
Moldering Gym // Weight Room,common,G
Monstrous Emergence,common,G
Most Valuable Slayer,common,R
Murder,common,B
Murky Sewer,common,Multicolor
"Nashi, Searcher in the Dark",rare,Multicolor
Neglected Manor,common,Multicolor
"Niko, Light of Hope",mythic,Multicolor
"Norin, Swift Survivalist",uncommon,R
Nowhere to Run,uncommon,B
Noxious Revival,special,G
Oblivious Bookworm,uncommon,Multicolor
Omnivorous Flytrap,rare,G
Optimistic Scavenger,uncommon,W
Orphans of the Wheat,uncommon,W
Osseous Sticktwister,uncommon,B
Overgrown Zealot,uncommon,G
Overlord of the Balemurk,mythic,B
Overlord of the Boilerbilges,mythic,R
Overlord of the Floodpits,mythic,U
Overlord of the Hauntwoods,mythic,G
Overlord of the Mistmoors,mythic,W
Painter's Studio // Defaced Gallery,uncommon,R
Paranormal Analyst,uncommon,U
Patched Plaything,uncommon,W
Patchwork Beastie,uncommon,G
Peculiar Lighthouse,common,Multicolor
Peer Past the Veil,rare,Multicolor
Phantasmal Image,special,U
Piggy Bank,uncommon,R
Piranha Fly,common,U
Popular Egotist,uncommon,B
Possessed Goat,common,W
Pyroclasm,uncommon,R
Ragged Playmate,common,R
Rampaging Soulrager,common,R
Raucous Carnival,common,Multicolor
Razorkin Hordecaller,uncommon,R
Razorkin Needlehead,rare,R
Razortrap Gorge,common,Multicolor
Reluctant Role Model,rare,W
Restricted Office // Lecture Hall,rare,Multicolor
Resurrected Cultist,common,B
"Rip, Spawn Hunter",rare,Multicolor
Ripchain Razorkin,common,R
Rite of the Moth,uncommon,Multicolor
Roaring Furnace // Steaming Sauna,rare,Multicolor
Rootwise Survivor,uncommon,G
Sacrifice,special,B
Savior of the Small,uncommon,W
Saw,uncommon,Colorless
Sawblade Skinripper,uncommon,Multicolor
Say Its Name,common,G
Scorching Dragonfire,common,R
Scrabbling Skullcrab,uncommon,U
Screaming Nemesis,mythic,R
Seized from Slumber,common,W
Shardmage's Rescue,uncommon,W
Sheltered by Ghosts,uncommon,W
Shepherding Spirits,common,W
Shrewd Storyteller,uncommon,Multicolor
Shroudstomper,uncommon,Multicolor
Silent Hallcreeper,rare,U
Skullsnap Nuisance,uncommon,Multicolor
Slavering Branchsnapper,common,G
Smoky Lounge // Misty Salon,uncommon,Multicolor
Soul Warden,special,W
Spectral Snatcher,common,B
Spineseeker Centipede,common,G
Split Up,rare,W
Splitskin Doll,uncommon,W
Sporogenic Infection,uncommon,B
Stalked Researcher,common,U
"Stay Hidden, Stay Silent",uncommon,U
Strangled Cemetery,common,Multicolor
Surgical Suite // Hospital Room,uncommon,W
Terramorphic Expanse,common,Colorless
The Jolly Balloon Man,rare,Multicolor
The Mindskinner,rare,U
The Rollercrusher Ride,mythic,R
The Swarmweaver,rare,Multicolor
The Tale of Tamiyo,rare,U
The Wandering Rescuer,mythic,W
Thornspire Verge,rare,Multicolor
Threats Around Every Corner,uncommon,G
Ticket Booth // Tunnel of Hate,common,R
"Toby, Beastie Befriender",rare,W
Trapped in the Screen,common,W
Trial of Agony,uncommon,R
Tunnel Surveyor,common,U
Turn Inside Out,common,R
Twist Reality,common,U
Twitching Doll,rare,G
"Tyvar, the Pummeler",mythic,G
Unable to Scream,common,U
Undead Sprinter,rare,Multicolor
Under the Skin,uncommon,G
Underwater Tunnel // Slimy Aquarium,common,U
Unholy Annex // Ritual Chamber,rare,B
Unholy Heat,special,R
Unidentified Hovership,rare,W
Unnerving Grasp,uncommon,U
Unsettling Twins,common,W
Unstoppable Slasher,rare,B
Untimely Malfunction,uncommon,R
Unwanted Remake,uncommon,W
Unwilling Vessel,uncommon,U
Valgavoth's Faithful,uncommon,B
Valgavoth's Lair,rare,Colorless
Valgavoth's Onslaught,rare,G
"Valgavoth, Terror Eater",mythic,B
Vanish from Sight,common,U
Vengeful Possession,uncommon,R
Veteran Survivor,uncommon,W
Vicious Clown,common,R
"Victor, Valgavoth's Seneschal",rare,Multicolor
Vile Mutilator,uncommon,B
Violent Urge,uncommon,R
Walk-In Closet // Forgotten Cellar,mythic,G
Waltz of Rage,rare,R
Wary Watchdog,common,G
Wickerfolk Thresher,uncommon,G
Wildfire Wickerfolk,uncommon,Multicolor
Winter's Intervention,common,B
"Winter, Misanthropic Guide",rare,Multicolor
Withering Torment,uncommon,B
"Zimone, All-Questioning",rare,Multicolor
