name,rarity,color_identity
Fortifying Draught,uncommon,G
Fractal Summoning,common,Multicolor
Fracture,uncommon,Multicolor
Frost Trickster,common,U
Frostboil Snarl,rare,Multicolor
Fuming Effigy,common,R
Furycalm Snarl,rare,Multicolor
Galazeth Prismari,mythic,Multicolor
Gift of Estates,special,W
Gnarled Professor,rare,G
Go Blank,uncommon,B
Gods Willing,special,W
Golden Ratio,uncommon,Multicolor
Grapeshot,special,R
Grinning Ignus,uncommon,R
Growth Spiral,special,Multicolor
Guiding Voice,common,W
Hall Monitor,uncommon,R
Hall of Oracles,rare,Colorless
Harmonize,special,G
Harness Infinity,mythic,Multicolor
Heated Debate,common,R
Hofri Ghostforge,mythic,Multicolor
Honor Troll,uncommon,G
Humiliate,special,Multicolor
Hunt for Specimens,common,B
Igneous Inspiration,uncommon,R
Illuminate History,rare,R
Illustrious Historian,common,R
Increasing Vengeance,special,R
Infuriate,special,R
Infuse with Vitality,common,Multicolor
Ingenious Mastery,rare,U
Inkling Summoning,common,Multicolor
Inquisition of Kozilek,special,B
Introduction to Annihilation,common,Colorless
Introduction to Prophecy,common,Colorless
"Jadzi, Oracle of Arcavios",mythic,Multicolor
Karok Wrangler,uncommon,G
"Kasmina, Enigma Sage",mythic,Multicolor
Kelpie Guide,uncommon,U
"Kianne, Dean of Substance",rare,Multicolor
"Killian, Ink Duelist",uncommon,Multicolor
Krosan Grip,special,G
Lash of Malice,common,B
Leech Fanatic,common,B
Leonin Lightscribe,rare,W
Letter of Acceptance,common,Colorless
Leyline Invocation,common,G
Lightning Bolt,special,R
Lightning Helix,special,Multicolor
Lorehold Apprentice,uncommon,Multicolor
Lorehold Campus,common,Multicolor
Lorehold Command,rare,Multicolor
Lorehold Excavation,uncommon,Multicolor
Lorehold Pledgemage,common,Multicolor
Maelstrom Muse,uncommon,Multicolor
Mage Duel,common,G
Mage Hunter,uncommon,B
Mage Hunters' Onslaught,common,B
Magma Opus,mythic,Multicolor
Make Your Mark,common,Multicolor
Mana Tithe,special,W
Manifestation Sage,rare,Multicolor
Mascot Exhibition,mythic,Colorless
Mascot Interception,uncommon,R
Master Symmetrist,uncommon,G
"Mavinda, Students' Advocate",mythic,W
Memory Lapse,special,U
Mentor's Guidance,uncommon,U
Mercurial Transformation,uncommon,U
"Mila, Crafty Companion",mythic,Multicolor
Mind's Desire,special,U
Mizzix's Mastery,special,R
Moldering Karok,common,Multicolor
Mortality Spear,uncommon,Multicolor
Multiple Choice,rare,U
Natural Order,special,G
Necroblossom Snarl,rare,Multicolor
Necrotic Fumes,uncommon,B
Needlethorn Drake,common,Multicolor
Negate,special,U
Novice Dissector,common,B
Oggyar Battle-Seer,common,Multicolor
Opt,special,U
Oriq Loremage,rare,B
Overgrown Arch,uncommon,G
Owlin Shieldmage,common,Multicolor
Pest Summoning,common,Multicolor
Pestilent Cauldron,rare,Multicolor
Pigment Storm,common,R
Pilgrim of the Ages,common,W
Pillardrop Rescuer,common,W
Pillardrop Warden,common,R
"Plargg, Dean of Chaos",rare,Multicolor
Plumb the Forbidden,uncommon,B
Poet's Quill,rare,B
Pop Quiz,common,U
Practical Research,uncommon,Multicolor
Primal Command,special,G
Prismari Apprentice,uncommon,Multicolor
Prismari Campus,common,Multicolor
Prismari Command,rare,Multicolor
Prismari Pledgemage,common,Multicolor
Professor Onyx,mythic,B
Professor of Symbology,uncommon,W
Professor of Zoomancy,common,G
Professor's Warning,common,B
Promising Duskmage,common,B
Putrefy,special,Multicolor
Quandrix Apprentice,uncommon,Multicolor
Quandrix Campus,common,Multicolor
Quandrix Command,rare,Multicolor
Quandrix Cultivator,uncommon,Multicolor
Quandrix Pledgemage,common,Multicolor
"Quintorius, Field Historian",uncommon,Multicolor
Radiant Scrollwielder,rare,Multicolor
Reckless Amplimancer,common,G
Reconstruct History,uncommon,Multicolor
Reduce to Memory,uncommon,W
Reflective Golem,uncommon,Colorless
Regrowth,special,G
Reject,common,U
Relic Sloth,common,Multicolor
Resculpt,common,U
Retriever Phoenix,rare,R
Returned Pastcaller,uncommon,Multicolor
Revitalize,special,W
Rip Apart,uncommon,Multicolor
Rise of Extus,common,Multicolor
"Rootha, Mercurial Artist",uncommon,Multicolor
"Rowan, Scholar of Sparks",mythic,Multicolor
Rushed Rebirth,rare,Multicolor
Scurrid Colony,common,G
Secret Rendezvous,uncommon,W
Sedgemoor Witch,rare,B
Selfless Glyphweaver,rare,Multicolor
Semester's End,rare,W
Serpentine Curve,common,U
Shadewing Laureate,uncommon,Multicolor
Shadrix Silverquill,mythic,Multicolor
"Shaile, Dean of Radiance",rare,Multicolor
Shineshadow Snarl,rare,Multicolor
Shock,special,R
Show of Confidence,uncommon,W
Sign in Blood,special,B
Silverquill Apprentice,uncommon,Multicolor
Silverquill Campus,common,Multicolor
Silverquill Command,rare,Multicolor
Silverquill Pledgemage,common,Multicolor
Silverquill Silencer,rare,Multicolor
Snakeskin Veil,special,G
Snow Day,uncommon,U
Solve the Equation,uncommon,U
Soothsayer Adept,common,U
Sparring Regimen,rare,W
Spectacle Mage,common,Multicolor
Specter of the Fens,common,B
Spell Satchel,uncommon,Colorless
Spined Karok,common,G
Spirit Summoning,common,Multicolor
Spiteful Squad,common,Multicolor
Springmane Cervin,common,G
Square Up,common,Multicolor
Star Pupil,common,W
Start from Scratch,uncommon,R
Stone Rain,special,R
Stonebinder's Familiar,uncommon,W
Stonebound Mentor,common,Multicolor
Stonerise Spirit,common,W
Storm-Kiln Artist,uncommon,R
Strategic Planning,special,U
Strict Proctor,rare,W
Strixhaven Stadium,rare,Colorless
Study Break,common,W
Sudden Breakthrough,common,R
Swords to Plowshares,special,W
Symmetry Sage,uncommon,U
Tainted Pact,special,B
Tanazir Quandrix,mythic,Multicolor
Tangletrap,common,G
Teach by Example,common,Multicolor
Teachings of the Archaics,rare,U
Team Pennant,uncommon,Colorless
Teferi's Protection,special,W
Tempted by the Oriq,rare,U
Tend the Pests,uncommon,Multicolor
Tendrils of Agony,special,B
Tenured Inkcaster,uncommon,B
Test of Talents,uncommon,U
Tezzeret's Gambit,special,U
The Biblioplex,rare,Colorless
Thrill of Possibility,special,R
Thrilling Discovery,common,Multicolor
Thunderous Orator,uncommon,W
Time Warp,special,U
Tome Shredder,common,R
Torrent Sculptor,rare,Multicolor
Twinscroll Shaman,common,R
Umbral Juke,uncommon,B
Unwilling Ingredient,common,B
Urza's Rage,special,R
"Uvilda, Dean of Perfection",rare,Multicolor
"Valentin, Dean of the Vein",rare,Multicolor
Vanishing Verse,special,Multicolor
Velomachus Lorehold,mythic,Multicolor
Venerable Warsinger,rare,Multicolor
Verdant Mastery,rare,G
Village Rites,special,B
Vineglimmer Snarl,rare,Multicolor
Vortex Runner,common,U
Wandering Archaic,rare,Colorless
Waterfall Aerialist,common,U
Weather the Storm,special,G
Whirlwind Denial,special,U
Witherbloom Apprentice,uncommon,Multicolor
Witherbloom Campus,common,Multicolor
Witherbloom Command,rare,Multicolor
Witherbloom Pledgemage,common,Multicolor
Wormhole Serpent,uncommon,U
Zephyr Boots,uncommon,Colorless
"Zimone, Quandrix Prodigy",uncommon,Multicolor
