name,rarity,color_identity
Gryff's Boon,uncommon,W
Guardian of Pilgrims,common,W
Gutter Grime,special,G
Hamlet Captain,uncommon,G
Hanweir Battlements,rare,R
Hanweir Garrison,rare,R
Harvest Hand,uncommon,Colorless
Haunted Dead,uncommon,B
Haunted Fengraf,special,Colorless
Havengul Lich,special,Multicolor
Havengul Runebinder,special,U
Heron's Grace Champion,rare,Multicolor
Highland Lake,uncommon,Multicolor
Hinterland Logger,common,G
Hollowhenge Scavenger,special,G
Hope Against Hope,uncommon,W
Howlpack Resurgence,uncommon,G
Howlpack Wolf,common,R
Humble the Brute,uncommon,W
Huntmaster of the Fells,special,Multicolor
Immerwolf,special,Multicolor
Imprisoned in the Moon,special,U
Incendiary Flow,common,R
Increasing Ambition,special,B
Indulgent Aristocrat,uncommon,B
Ingenious Skaab,common,U
Insatiable Gorgers,common,R
Insolent Neonate,common,R
Intrepid Provisioner,common,G
Invasive Surgery,uncommon,U
Invisible Stalker,special,U
Ironclad Slayer,uncommon,W
"Ishkanah, Grafwidow",mythic,Multicolor
Jace's Scrutiny,common,U
"Jace, Unraveler of Secrets",mythic,U
Kindly Stranger,uncommon,B
Kruin Outlaw,special,R
Laboratory Brute,common,U
Lightning Axe,uncommon,R
Liliana's Elite,common,B
"Liliana, the Last Hope",mythic,B
Lingering Souls,special,Multicolor
Lone Rider,uncommon,W
Lunarch Mantle,common,W
Lupine Prototype,uncommon,Colorless
Macabre Waltz,special,B
Mad Prophet,uncommon,R
Magmatic Chasm,common,R
Magnifying Glass,special,Colorless
Make Mischief,common,R
Manic Scribe,uncommon,U
Mausoleum Wanderer,rare,U
Mayor of Avabruck,special,G
Merciless Resolve,common,B
Mercurial Geists,uncommon,Multicolor
Midnight Scavengers,uncommon,B
Mind's Dilation,mythic,U
Mindwrack Demon,mythic,B
Mirrorwing Dragon,mythic,R
Mist Raven,special,U
Mockery of Nature,uncommon,G
Moonlight Hunt,common,G
Moonmist,special,G
Morkrut Necropod,common,B
Mournwillow,uncommon,Multicolor
Murder of Crows,special,U
Murderer's Axe,uncommon,Colorless
Mystic Retrieval,special,Multicolor
Nahiri's Wrath,mythic,R
"Nahiri, the Harbinger",mythic,Multicolor
Nearheath Chaplain,uncommon,W
Nebelgast Herald,uncommon,U
Neglected Heirloom,uncommon,Colorless
Noose Constrictor,uncommon,G
Noosegraf Mob,rare,B
Obsessive Skinner,common,G
"Odric, Lunarch Marshal",rare,W
Olivia's Bloodsworn,uncommon,Multicolor
Olivia's Dragoon,common,B
"Olivia, Mobilized for War",mythic,Multicolor
Ongoing Investigation,uncommon,Multicolor
Pack Guardian,uncommon,G
Past in Flames,special,R
Permeating Mass,rare,G
Pick the Brain,uncommon,B
Pieces of the Puzzle,uncommon,U
Pore Over the Pages,uncommon,U
Port Town,uncommon,Multicolor
Prized Amalgam,rare,Multicolor
Puncturing Light,common,W
Pyre Hound,common,R
Rabid Bite,common,G
Rally the Peasants,special,Multicolor
Rattlechains,rare,U
Ravenous Bloodseeker,common,R
Reaper of Flight Moonsilver,uncommon,W
Relentless Dead,mythic,B
Requiem Angel,special,W
Ride Down,special,Multicolor
Rise from the Grave,uncommon,B
Rise from the Tides,uncommon,U
Rush of Adrenaline,common,R
Ruthless Disposal,uncommon,B
Sage of Ancient Lore,rare,G
Sanitarium Skeleton,common,B
Scourge Wolf,uncommon,R
Seasons Past,mythic,G
Second Harvest,rare,G
Selfless Spirit,rare,W
Selhoff Occultist,special,U
Sever the Bloodline,special,B
Shreds of Sanity,uncommon,R
Shrill Howler,uncommon,G
Sigarda's Aid,rare,W
"Sigarda, Heron's Grace",mythic,Multicolor
"Sigarda, Host of Herons",special,Multicolor
Sigardian Priest,common,W
Silent Departure,special,U
Sin Prodder,rare,R
Skirsdag Cultist,special,R
Skirsdag High Priest,special,B
Slayer's Plate,rare,Colorless
Snapcaster Mage,special,U
Somberwald Sage,special,G
"Sorin, Grim Nemesis",mythic,Multicolor
Soul Separator,uncommon,Colorless
Spectral Shepherd,uncommon,Multicolor
Spell Queller,rare,Multicolor
Spider Spawning,special,Multicolor
Spirit of the Hunt,rare,G
Splendid Reclamation,rare,G
Spontaneous Mutation,common,U
Startled Awake,mythic,U
Steadfast Cathar,common,W
Stensia Masquerade,uncommon,R
Stitcher's Apprentice,special,U
Stitcher's Graft,rare,Colorless
Stone Quarry,uncommon,Multicolor
Stormrider Spirit,common,U
Strength of Arms,common,W
Stromkirk Captain,special,Multicolor
Stromkirk Condemned,rare,B
Stromkirk Occultist,uncommon,R
Subjugator Angel,uncommon,W
Summary Dismissal,rare,U
Swift Spinner,common,G
Séance,special,W
Take Inventory,common,U
Tamiyo's Journal,rare,Colorless
"Tamiyo, Field Researcher",mythic,Multicolor
Tattered Haunter,common,U
Terrarion,common,Colorless
Thalia's Lancers,rare,W
"Thalia, Heretic Cathar",rare,W
Thermo-Alchemist,uncommon,R
Thing in the Ice,rare,U
Thornhide Wolves,common,G
Thraben Foulbloods,common,B
Thraben Inspector,common,W
Tireless Tracker,special,G
Topplegeist,uncommon,W
Tormenting Voice,common,R
Town Gossipmonger,uncommon,Multicolor
Tragic Slip,special,B
Traitorous Blood,special,R
Travel Preparations,special,Multicolor
Traveler's Amulet,special,Colorless
Traverse the Ulvenwald,rare,G
Tree of Perdition,rare,B
Triskaidekaphobia,rare,B
True-Faith Censer,common,Colorless
Ulrich of the Krallenhorde,rare,Multicolor
Ulrich's Kindred,uncommon,Multicolor
Ulvenwald Captive,common,G
Ulvenwald Hydra,rare,G
Ulvenwald Mysteries,uncommon,G
Unburial Rites,special,Multicolor
Uncaged Fury,uncommon,R
Vampiric Fury,special,R
Vessel of Endless Rest,special,Colorless
Vessel of Nascency,uncommon,G
Veteran Cathar,uncommon,Multicolor
Village Messenger,uncommon,R
Voldaren Pariah,rare,B
Weirded Vampire,common,B
Weirding Wood,common,G
Westvale Abbey,rare,B
Wharf Infiltrator,rare,U
Wild-Field Scarecrow,common,Colorless
Wolfkin Bond,common,G
Woodland Stream,uncommon,Multicolor
Wretched Gryff,common,U
Young Wolf,special,G
Zealous Conscripts,special,R
