name,rarity,color_identity
Jeskai Windscout,common,U
Jungle Hollow,special,Multicolor
Kheru Bloodsucker,uncommon,B
Kheru Dreadmaw,common,Multicolor
Kheru Lich Lord,rare,Multicolor
Kheru Spellsnatcher,rare,U
Kill Shot,common,W
Kin-Tree Invocation,uncommon,Multicolor
Kin-Tree Warden,common,G
Krumar Bond-Kin,common,B
Leaping Master,common,Multicolor
Lens of Clarity,common,Colorless
Longshot Squad,common,G
Mantis Rider,rare,Multicolor
Mardu Ascendancy,rare,Multicolor
Mardu Banner,common,Multicolor
Mardu Blazebringer,uncommon,R
Mardu Charm,uncommon,Multicolor
Mardu Hateblade,common,Multicolor
Mardu Heart-Piercer,uncommon,R
Mardu Hordechief,common,W
Mardu Roughrider,uncommon,Multicolor
Mardu Skullhunter,common,B
Mardu Warshrieker,common,Multicolor
Master of Pearls,rare,W
Master the Way,uncommon,Multicolor
Meandering Towershell,rare,G
Mer-Ek Nightblade,uncommon,B
Mindswipe,rare,Multicolor
Mistfire Weaver,uncommon,U
Molting Snakeskin,common,B
Monastery Flock,common,U
Monastery Swiftspear,special,R
Murderous Cut,uncommon,B
Mystic Monastery,uncommon,Multicolor
Mystic of the Hidden Way,common,U
"Narset, Enlightened Master",mythic,Multicolor
Naturalize,common,G
Necropolis Fiend,rare,B
Nomad Outpost,uncommon,Multicolor
Opulent Palace,uncommon,Multicolor
Pearl Lake Ancient,mythic,U
Pine Walker,uncommon,G
Polluted Delta,special,Colorless
Ponyback Brigade,common,Multicolor
Quiet Contemplation,uncommon,U
Raiders' Spoils,uncommon,B
Rakshasa Deathdealer,rare,Multicolor
Rakshasa Vizier,rare,Multicolor
Rakshasa's Secret,common,B
Rattleclaw Mystic,rare,Multicolor
Retribution of the Ancients,rare,B
Ride Down,special,Multicolor
Rite of the Serpent,common,B
Riverwheel Aerialists,uncommon,U
Roar of Challenge,uncommon,G
Rotting Mastodon,common,B
Rugged Highlands,special,Multicolor
Rush of Battle,common,W
Ruthless Ripper,uncommon,B
Sage of the Inward Eye,rare,Multicolor
Sage-Eye Harrier,common,W
Sagu Archer,common,G
Sagu Mauler,rare,Multicolor
Salt Road Patrol,common,W
Sandsteppe Citadel,uncommon,Multicolor
"Sarkhan, the Dragonspeaker",mythic,R
Savage Knuckleblade,rare,Multicolor
Savage Punch,common,G
Scaldkin,common,Multicolor
Scion of Glaciers,uncommon,U
Scoured Barrens,special,Multicolor
Scout the Borders,common,G
Secret Plans,uncommon,Multicolor
See the Unwritten,mythic,G
Seek the Horizon,uncommon,G
Seeker of the Way,uncommon,W
Set Adrift,uncommon,U
Shambling Attendants,common,B
Shatter,common,R
Sidisi's Pet,common,B
"Sidisi, Brood Tyrant",mythic,Multicolor
Siege Rhino,rare,Multicolor
Siegecraft,common,W
Singing Bell Strike,common,U
Smite the Monstrous,common,W
Smoke Teller,common,Multicolor
Snowhorn Rider,common,Multicolor
"Sorin, Solemn Visitor",mythic,Multicolor
Stubborn Denial,uncommon,U
Sultai Ascendancy,rare,Multicolor
Sultai Banner,common,Multicolor
Sultai Charm,uncommon,Multicolor
Sultai Flayer,uncommon,G
Sultai Scavenger,common,B
Sultai Soothsayer,uncommon,Multicolor
Summit Prowler,common,R
Surrak Dragonclaw,mythic,Multicolor
Suspension Field,uncommon,W
Swarm of Bloodflies,uncommon,B
Swift Kick,common,R
Swiftwater Cliffs,special,Multicolor
Taigam's Scheming,common,U
Take Up Arms,uncommon,W
Temur Ascendancy,rare,Multicolor
Temur Banner,common,Multicolor
Temur Charger,uncommon,G
Temur Charm,uncommon,Multicolor
Thornwood Falls,special,Multicolor
Thousand Winds,rare,U
Throttle,common,B
Timely Hordemate,uncommon,W
Tomb of the Spirit Dragon,uncommon,Colorless
Tormenting Voice,special,R
Trail of Mystery,rare,G
Tranquil Cove,special,Multicolor
Trap Essence,rare,Multicolor
Treasure Cruise,common,U
Trumpet Blast,common,R
Tusked Colossodon,common,G
Tuskguard Captain,uncommon,G
Ugin's Nexus,mythic,Colorless
Unyielding Krumar,common,Multicolor
Utter End,rare,Multicolor
Valley Dasher,common,R
Venerable Lammasu,uncommon,W
Villainous Wealth,special,Multicolor
War Behemoth,common,W
War-Name Aspirant,uncommon,R
Warden of the Eye,uncommon,Multicolor
Watcher of the Roost,uncommon,W
Waterwhirl,uncommon,U
Weave Fate,common,U
Wetland Sambar,common,U
Whirlwind Adept,common,U
Wind-Scarred Crag,special,Multicolor
Windstorm,uncommon,G
Windswept Heath,special,Colorless
Wingmate Roc,mythic,W
Winterflame,uncommon,Multicolor
Witness of the Ages,uncommon,Colorless
Wooded Foothills,special,Colorless
Woolly Loxodon,common,G
Zurgo Helmsmasher,mythic,Multicolor
