name,rarity,color_identity
Decisive Denial,special,Multicolor
Deepmuck Desperado,uncommon,U
Demonic Ruckus,uncommon,R
Desert,special,Colorless
Desert's Due,common,B
Desertion,special,U
Desperate Bloodseeker,common,B
Detention Sphere,special,Multicolor
Discerning Peddler,common,R
Djinn of Fool's Fall,common,U
"Doc Aurlock, Grizzled Genius",uncommon,Multicolor
Double Down,mythic,U
Drover Grizzly,common,G
Duelist of the Mind,rare,U
Dust Animus,rare,W
Dust Bowl,special,Colorless
Electrodominance,special,R
Emergent Haunting,uncommon,U
Endless Detour,special,Multicolor
Eriette's Lullaby,common,W
"Eriette, the Beguiler",rare,Multicolor
Eroded Canyon,common,Multicolor
"Ertha Jo, Frontier Mentor",uncommon,Multicolor
Esoteric Duplicator,special,U
Essence Capture,special,U
Explosive Derailment,common,R
Failed Fording,common,U
Fake Your Own Death,special,B
"Fblthp, Lost on the Range",rare,U
Fell the Mighty,special,W
Ferocification,uncommon,R
Festering Gulch,common,Multicolor
Fierce Retribution,special,W
Final Showdown,mythic,W
Fleeting Reflection,uncommon,U
Fling,special,R
Fomori Vault,special,Colorless
Force of Vigor,special,G
Forlorn Flats,common,Multicolor
Form a Posse,uncommon,Multicolor
Forsaken Miner,uncommon,B
"Fortune, Loyal Steed",rare,W
Fractured Identity,special,Multicolor
Freestrider Commando,common,G
Freestrider Lookout,rare,G
Frontier Seeker,uncommon,W
Full Steam Ahead,uncommon,G
Generous Plunderer,special,R
"Geralf, the Fleshwright",mythic,U
Getaway Glamer,uncommon,W
Geyser Drake,common,U
"Ghired, Mirror of the Wilds",mythic,Multicolor
Giant Beaver,common,G
Gila Courser,uncommon,R
"Gisa, the Hellraiser",mythic,B
Gold Pan,common,Colorless
Gold Rush,uncommon,G
Goldvein Hydra,mythic,G
Grand Abolisher,special,W
Great Train Heist,rare,R
Greed's Gambit,special,B
Grindstone,special,Colorless
Hardbristle Bandit,common,G
Harrier Strix,common,U
Harvester of Misery,special,B
Heartless Pillage,special,B
Hell to Pay,rare,R
Hellspur Brute,uncommon,R
Hellspur Posse Boss,rare,R
High Noon,rare,Multicolor
Highway Robbery,common,R
Hindering Light,special,Multicolor
Hollow Marauder,uncommon,B
Holy Cow,common,W
Honest Rutstein,uncommon,Multicolor
Hostile Investigator,special,B
Humiliate,special,Multicolor
Hypothesizzle,special,Multicolor
Imp's Mischief,special,B
Indomitable Creativity,special,R
Insatiable Avarice,rare,B
Inspiring Vantage,rare,Multicolor
Intimidation Campaign,uncommon,Multicolor
Intrepid Stablemaster,uncommon,G
Inventive Wingsmith,common,W
Ionize,special,Multicolor
Irascible Wolverine,common,R
Iron-Fist Pulverizer,common,R
Jace Reawakened,mythic,U
Jagged Barrens,common,Multicolor
Jailbreak Scheme,common,U
"Jem Lightfoote, Sky Explorer",uncommon,Multicolor
"Jolene, Plundering Pugilist",uncommon,Multicolor
Journey to Nowhere,special,W
"Kaervek, the Punisher",rare,B
"Kambal, Profiteering Mayor",rare,Multicolor
Kellan Joins Up,rare,Multicolor
"Kellan, the Kid",mythic,Multicolor
"Kraum, Violent Cacophony",uncommon,Multicolor
Lassoed by the Law,uncommon,W
Laughing Jasper Flint,rare,Multicolor
Lavaspur Boots,uncommon,Colorless
"Lazav, Familiar Stranger",uncommon,Multicolor
Legion Extruder,special,R
Leyline Binding,special,W
"Lilah, Undefeated Slickshot",rare,Multicolor
Lively Dirge,uncommon,B
Loan Shark,common,U
Lonely Arroyo,common,Multicolor
Longhorn Sharpshooter,uncommon,R
"Loot, the Key to Everything",special,Multicolor
Lost Jitte,special,Colorless
Lotus Ring,special,Colorless
Lush Oasis,common,Multicolor
Luxurious Locomotive,uncommon,Colorless
"Magda, the Hoardmaster",rare,R
Magebane Lizard,uncommon,R
Make Your Own Luck,uncommon,Multicolor
"Malcolm, the Eyes",rare,Multicolor
Mana Drain,special,U
Map the Frontier,uncommon,G
Marauding Sphinx,uncommon,U
"Marchesa, Dealer of Death",rare,Multicolor
Memory Vessel,special,R
Metamorphic Blast,uncommon,U
Mindbreak Trap,special,U
Mindslaver,special,Colorless
Mine Raider,common,R
Mirage Mesa,common,Colorless
"Miriam, Herd Whisperer",uncommon,Multicolor
Mobile Homestead,uncommon,Colorless
Molten Duplication,special,R
Morbid Opportunist,special,B
Mourner's Surprise,common,B
Murder,special,B
Mystic Snake,special,Multicolor
Mystical Tether,common,W
Neutralize the Guards,uncommon,B
Nexus of Becoming,special,Colorless
Nezumi Linkbreaker,common,B
Nimble Brigand,uncommon,U
Notion Thief,special,Multicolor
Nurturing Pixie,uncommon,W
Oasis Gardener,common,Colorless
"Obeka, Splitter of Seconds",rare,Multicolor
"Oko, Thief of Crowns",special,Multicolor
"Oko, the Ringleader",mythic,Multicolor
Oltec Matterweaver,special,W
Omenpath Journey,special,G
Omenport Vigilante,uncommon,W
One Last Job,rare,W
Ornery Tumblewagg,rare,G
Outcaster Greenblade,uncommon,G
Outcaster Trailblazer,rare,G
Outlaw Medic,common,W
Outlaw Stitcher,uncommon,U
Outlaws' Fury,common,R
Outlaws' Merriment,special,Multicolor
Overwhelming Forces,special,B
Overzealous Muscle,common,B
Pariah,special,W
Path to Exile,special,W
Patient Naturalist,common,G
Peerless Ropemaster,common,U
Pest Control,special,Multicolor
Pest Infestation,special,G
Phantom Interference,common,U
Pillage the Bog,rare,Multicolor
Pitiless Carnage,rare,B
Plan the Heist,uncommon,U
Port Razer,special,R
Prairie Dog,uncommon,W
Prickly Pair,common,R
Primal Command,special,G
Primal Might,special,G
Prismatic Vista,special,Colorless
Prosperity Tycoon,uncommon,W
Quick Draw,common,R
Quilled Charger,common,R
Railway Brawler,mythic,G
Rakdos Joins Up,rare,Multicolor
"Rakdos, the Muscle",mythic,Multicolor
Rakish Crew,uncommon,B
Rambling Possum,uncommon,G
Rattleback Apothecary,uncommon,B
Raucous Entertainer,uncommon,G
Raven of Fell Omens,common,B
Razzle-Dazzler,common,U
Reach for the Sky,common,G
Reanimate,special,B
Reckless Lackey,common,R
Redrock Sentinel,uncommon,Colorless
Repulse,special,U
Requisition Raid,uncommon,W
Resilient Roadrunner,uncommon,R
Rest in Peace,special,W
Return the Favor,uncommon,R
Rictus Robber,uncommon,B
Ride Down,special,Multicolor
Riku of Many Paths,rare,Multicolor
Rise of the Varmints,uncommon,G
Rodeo Pyromancers,common,R
Rooftop Assassin,common,B
"Roxanne, Starfall Savant",rare,Multicolor
Rush of Dread,rare,B
Rustler Rampage,uncommon,W
Ruthless Lawbringer,uncommon,Multicolor
Sandstorm Salvager,special,G
Sandstorm Verge,uncommon,Colorless
"Satoru, the Infiltrator",rare,Multicolor
Savage Smash,special,Multicolor
Scalestorm Summoner,uncommon,R
Scapeshift,special,G
Scorching Shot,uncommon,R
Seize the Secrets,common,U
"Selvala, Eager Trailblazer",mythic,Multicolor
Seraphic Steed,rare,Multicolor
Servant of the Stinger,uncommon,B
Shackle Slinger,uncommon,U
Shepherd of the Clouds,uncommon,W
Sheriff of Safe Passage,uncommon,W
Shifting Grift,uncommon,U
Shoot the Sheriff,uncommon,B
Silver Deputy,common,Colorless
Simulacrum Synthesizer,special,U
Siphon Insight,special,Multicolor
Skewer the Critics,special,R
Skulduggery,common,B
Skullcrack,special,R
Slick Sequence,uncommon,Multicolor
Slickshot Lockpicker,uncommon,U
Slickshot Show-Off,rare,R
Slickshot Vault-Buster,common,U
Smuggler's Surprise,rare,G
Snakeskin Veil,special,G
Soured Springs,common,Multicolor
Spinewoods Armadillo,uncommon,G
Spinewoods Paladin,common,G
Spirebluff Canal,rare,Multicolor
Spring Splasher,common,U
Stagecoach Security,common,W
Steer Clear,common,W
Step Between Worlds,rare,U
Sterling Hound,common,Colorless
Sterling Keykeeper,common,W
Sterling Supplier,common,W
Stingerback Terror,rare,R
Stoic Sphinx,rare,U
Stoneforge Mystic,special,W
Stop Cold,common,U
Stubborn Burrowfiend,uncommon,G
Surgical Extraction,special,B
Sword of Wealth and Power,special,Colorless
"Taii Wakeen, Perfect Shot",rare,Multicolor
Take Up the Shield,common,W
Take for a Ride,uncommon,R
Take the Fall,common,U
Tarnation Vista,special,Colorless
Terminal Agony,special,Multicolor
Territory Forge,special,R
Terror of the Peaks,mythic,R
"The Gitrog, Ravenous Ride",mythic,Multicolor
The Key to the Vault,rare,U
This Town Ain't Big Enough,uncommon,U
Thornado,special,G
Thoughtseize,special,B
Three Steps Ahead,rare,U
Throw from the Saddle,common,G
Thunder Lasso,uncommon,W
Thunder Salvo,common,R
Tinybones Joins Up,rare,B
"Tinybones, the Pickpocket",mythic,B
Tomb Trawler,uncommon,Colorless
Torpor Orb,special,Colorless
Trained Arynx,common,W
Transmutation Font,special,Colorless
Trash the Town,uncommon,G
Treasure Dredger,uncommon,B
Trick Shot,common,R
Tumbleweed Rising,common,G
Tyrant's Scorn,special,Multicolor
Unfortunate Accident,uncommon,B
Unlicensed Hearse,special,Colorless
Unscrupulous Contractor,uncommon,B
"Vadmir, New Blood",rare,B
Vanishing Verse,special,Multicolor
Vault Plunderer,common,B
Vaultborn Tyrant,special,G
Vengeful Townsfolk,common,W
"Vial Smasher, Gleeful Grenadier",uncommon,Multicolor
Villainous Wealth,special,Multicolor
Visage Bandit,uncommon,U
Void Rend,special,Multicolor
Voidslime,special,Multicolor
Voracious Varmint,common,G
Vraska Joins Up,rare,Multicolor
"Vraska, the Silencer",mythic,Multicolor
Wanted Griffin,common,W
Worldwalker Helm,special,U
Wrangler of the Damned,uncommon,Multicolor
"Wylie Duke, Atiin Hero",rare,Multicolor
