name,rarity,color_identity
"Ral, Monsoon Mage",mythic,R
Razorgrass Ambush,uncommon,W
Reckless Pyrosurfer,uncommon,R
Recruiter of the Guard,mythic,W
Reef Worm,uncommon,U
Refurbished Familiar,common,B
Reiterating Bolt,uncommon,R
Retrofitted Transmogrant,common,B
Revitalizing Repast,uncommon,Multicolor
Riddle Gate Gargoyle,common,Multicolor
Ripples of Undeath,rare,B
Roil Cartographer,uncommon,U
Rosecot Knight,common,W
"Rosheen, Roaring Prophet",rare,Multicolor
Ruby Medallion,rare,Colorless
Rush of Inspiration,uncommon,Multicolor
Sage of the Unknowable,common,U
Sapphire Medallion,rare,Colorless
Sarpadian Simulacrum,common,R
"Satya, Aetherflux Genius",special,Multicolor
Scurrilous Sentry,common,B
Scurry of Gremlins,uncommon,Multicolor
Seething Landscape,common,Multicolor
Serum Visionary,common,U
Sevinne's Reclamation,rare,W
Shadow of the Second Sun,mythic,U
Shattered Landscape,common,Multicolor
Sheltering Landscape,common,Multicolor
Shifting Woodland,rare,G
"Shilgengar, Sire of Famine",rare,Multicolor
Shrieking Drake,uncommon,U
Siege Smash,common,R
Signature Slam,uncommon,G
Sink into Stupor,uncommon,U
Six,rare,G
Skittering Precursor,uncommon,R
"Skoa, Embermage",common,R
Smelted Chargebug,common,R
Snapping Voidcraw,common,Multicolor
Sneaky Snacker,common,Multicolor
Snow-Covered Wastes,uncommon,Colorless
Solar Transformer,uncommon,Colorless
Solitude,special,W
Solstice Zealot,common,W
Sorin of House Markov,mythic,B
Sowing Mycospawn,rare,G
Spawn-Gang Commander,uncommon,R
Springheart Nantuko,rare,G
Spymaster's Vault,rare,B
Static Prison,uncommon,W
Strength of the Harvest,uncommon,Multicolor
Strix Serenade,rare,U
Stump Stomp,uncommon,Multicolor
Subtlety,special,U
Sundering Eruption,uncommon,R
Suppression Ray,uncommon,Multicolor
Sylvan Safekeeper,rare,G
Tamiyo Meets the Story Circle,uncommon,U
"Tamiyo, Inquisitive Student",mythic,U
Temperamental Oozewagg,common,G
Tempest Harvester,common,U
Territory Culler,uncommon,G
The Creation of Avacyn,uncommon,B
The Hunger Tide Rises,uncommon,G
The Necrobloom,rare,Multicolor
Thief of Existence,rare,G
Thought-Knot Seer,special,Colorless
Thraben Charm,common,W
Thriving Skyclaw,common,R
Titans' Vanguard,uncommon,Multicolor
Toxic Deluge,rare,B
Tranquil Landscape,common,Multicolor
Trickster's Elk,uncommon,G
Triton Wavebreaker,uncommon,U
Tune the Narrative,common,U
Twisted Landscape,common,Multicolor
Twisted Riddlekeeper,uncommon,U
Ugin's Binding,mythic,U
Ugin's Labyrinth,mythic,Colorless
"Ulalek, Fused Atrocity",special,Multicolor
"Ulamog, the Defiler",mythic,Colorless
Unfathomable Truths,common,U
Unstable Amulet,uncommon,R
Urza's Cave,uncommon,Colorless
Urza's Incubator,rare,Colorless
Utter Insignificance,common,U
Vexing Bauble,uncommon,Colorless
Victimize,uncommon,B
Voidpouncer,common,R
Volatile Stormdrake,rare,U
Voltstorm Angel,uncommon,W
Warped Tusker,common,G
Warren Soultrader,rare,B
Wastescape Battlemage,uncommon,Multicolor
Waterlogged Teachings,uncommon,Multicolor
Wheel of Potential,rare,R
White Orchid Phantom,rare,W
Wight of the Reliquary,rare,Multicolor
Windswept Heath,rare,Colorless
Wing It,common,W
Winter Moon,rare,Colorless
Wirewood Symbiote,uncommon,G
Witch Enchanter,uncommon,W
Wither and Bloom,common,B
Wooded Foothills,rare,Colorless
Worn Powerstone,uncommon,Colorless
Wrath of the Skies,rare,W
Writhing Chrysalis,common,Multicolor
Wumpus Aberration,uncommon,G
Wurmcoil Larva,uncommon,B
