name,rarity,color_identity
Out of the Way,uncommon,U
Paragon of Modernity,common,Colorless
Park Heights Pegasus,rare,Multicolor
Patch Up,uncommon,W
Plasma Jockey,common,R
Prizefight,common,G
Professional Face-Breaker,rare,R
Psionic Snoop,common,U
Psychic Pickpocket,uncommon,U
Public Enemy,uncommon,U
Pugnacious Pugilist,uncommon,R
Pyre-Sledge Arsonist,uncommon,R
"Queza, Augur of Agonies",uncommon,Multicolor
Quick-Draw Dagger,common,Colorless
Rabble Rousing,rare,W
Racers' Ring,common,Multicolor
Raffine's Guidance,common,W
Raffine's Informant,common,W
Raffine's Silencer,uncommon,B
Raffine's Tower,rare,Multicolor
"Raffine, Scheming Seer",mythic,Multicolor
Rakish Revelers,common,Multicolor
Ready to Rumble,common,R
Refuse to Yield,uncommon,W
Reservoir Kraken,rare,U
Revel Ruiner,common,B
Revelation of Power,common,W
Rhox Pummeler,common,G
"Rigo, Streetwise Mentor",rare,Multicolor
Riveteers Ascendancy,rare,Multicolor
Riveteers Charm,uncommon,Multicolor
Riveteers Decoy,uncommon,G
Riveteers Initiate,common,Multicolor
Riveteers Overlook,common,Colorless
Riveteers Requisitioner,uncommon,R
Rob the Archives,uncommon,R
"Rocco, Cabaretti Caterer",uncommon,Multicolor
Rogues' Gallery,uncommon,B
Rooftop Nuisance,common,U
Rumor Gatherer,uncommon,W
Run Out of Town,common,U
Sanctuary Warden,mythic,W
Sanguine Spy,rare,B
Scheming Fence,rare,Multicolor
Scuttling Butler,uncommon,Colorless
Security Bypass,common,U
Security Rhox,uncommon,Multicolor
Sewer Crocodile,common,U
Shadow of Mortality,rare,B
Shakedown Heavy,rare,B
Shattered Seraph,common,Multicolor
Sizzling Soloist,uncommon,R
Sky Crier,common,W
Skybridge Towers,common,Multicolor
Sleep with the Fishes,uncommon,U
Slip Out the Back,uncommon,U
Snooping Newsie,common,Multicolor
Social Climber,common,G
Soul of Emancipation,rare,Multicolor
Spara's Adjudicators,common,Multicolor
Spara's Headquarters,rare,Multicolor
Speakeasy Server,common,W
Sticky Fingers,common,R
Stimulus Package,uncommon,Multicolor
Strangle,common,R
Structural Assault,rare,R
Suspicious Bookcase,uncommon,Colorless
Swooping Protector,uncommon,W
Syndicate Infiltrator,uncommon,Multicolor
Tainted Indulgence,uncommon,Multicolor
Take to the Streets,uncommon,G
Tavern Swindler,uncommon,B
Tenacious Underdog,rare,B
Titan of Industry,mythic,G
"Toluz, Clever Conductor",rare,Multicolor
Topiary Stomper,rare,G
Torch Breath,uncommon,R
Tramway Station,common,Multicolor
Undercover Operative,rare,U
Unleash the Inferno,rare,Multicolor
Unlicensed Hearse,special,Colorless
Unlucky Witness,uncommon,R
"Urabrask, Heretic Praetor",mythic,R
Vampire Scrivener,uncommon,B
Venom Connoisseur,uncommon,G
Vivien on the Hunt,mythic,G
Voice of the Vermin,uncommon,G
Void Rend,special,Multicolor
Warm Welcome,common,G
Waterfront District,common,Multicolor
Whack,uncommon,B
Widespread Thieving,rare,Multicolor
Wingshield Agent,uncommon,U
Wiretapping,rare,U
Witness Protection,special,U
Witty Roastmaster,common,R
Workshop Warchief,rare,G
Wrecking Crew,common,R
Xander's Lounge,rare,Multicolor
Ziatora's Envoy,rare,Multicolor
Ziatora's Proving Ground,rare,Multicolor
"Ziatora, the Incinerator",mythic,Multicolor
