name,rarity,color_identity
"Jadar, Ghoulcaller of Nephalia",rare,B
"Jerren, Corrupted Bishop",mythic,B
Join the Dance,uncommon,Multicolor
"Katilda, Dawnhart Prime",rare,Multicolor
Kessig Naturalist,uncommon,Multicolor
Lambholt Harrier,common,R
Larder Zombie,common,U
"Lier, Disciple of the Drowned",mythic,U
"Liesa, Forgotten Archangel",rare,Multicolor
Light Up the Night,rare,R
Locked in the Cemetery,common,U
Lord of the Forsaken,mythic,B
Loyal Gryff,uncommon,W
"Ludevic, Necrogenius",rare,Multicolor
Lunar Frenzy,uncommon,R
Lunarch Veteran,common,W
Malevolent Hermit,rare,U
Mask of Griselbrand,rare,B
Memory Deluge,rare,U
Might of the Old Ways,common,G
Moonrager's Slash,common,R
Moonsilver Key,uncommon,Colorless
Moonveil Regent,mythic,R
Morbid Opportunist,special,B
Morkrut Behemoth,common,B
Mounted Dreadknight,common,R
Mourning Patrol,common,W
Mysterious Tome,uncommon,U
Mystic Skull,uncommon,Colorless
Nebelgast Intruder,uncommon,U
Necrosynthesis,uncommon,B
Neonate's Rush,common,R
No Way Out,common,B
Novice Occultist,common,B
Obsessive Astronomer,uncommon,R
Odric's Outrider,uncommon,W
Old Stickfingers,rare,Multicolor
Olivia's Midnight Ambush,common,B
Ominous Roost,uncommon,U
Organ Hoarder,common,U
Otherworldly Gaze,common,U
Outland Liberator,uncommon,G
Overgrown Farmland,rare,Multicolor
Overwhelmed Archivist,uncommon,U
Pack's Betrayal,common,R
Path to the Festival,common,G
Patrician Geist,rare,U
Pestilent Wolf,common,G
Phantom Carriage,uncommon,U
Pithing Needle,rare,Colorless
Play with Fire,uncommon,R
Plummet,common,G
Poppet Stitcher,mythic,U
Primal Adversary,mythic,G
Purifying Dragon,uncommon,R
Raze the Effigy,common,R
Reckless Stormseeker,rare,R
"Rem Karolus, Stalwart Slayer",rare,Multicolor
Return to Nature,common,G
Revenge of the Drowned,common,U
Rise of the Ants,uncommon,G
Rite of Harmony,rare,Multicolor
Rite of Oblivion,uncommon,Multicolor
Ritual Guardian,common,W
Ritual of Hope,uncommon,W
Rockfall Vale,rare,Multicolor
Rootcoil Creeper,uncommon,Multicolor
Rotten Reunion,common,B
Sacred Fire,uncommon,Multicolor
"Saryth, the Viper's Fang",rare,G
Search Party Captain,common,W
Secrets of the Key,common,U
Seize the Storm,uncommon,R
Shadowbeast Sighting,common,G
Shady Traveler,common,B
Shipwreck Marsh,rare,Multicolor
Shipwreck Sifters,common,U
Siege Zombie,common,B
Sigarda's Splendor,rare,W
"Sigarda, Champion of Light",mythic,Multicolor
Sigardian Savior,mythic,W
Silver Bolt,common,Colorless
Siphon Insight,special,Multicolor
Skaab Wrangler,uncommon,U
Slaughter Specialist,rare,B
"Slogurk, the Overslime",rare,Multicolor
Sludge Monster,rare,U
Smoldering Egg,rare,R
Snarling Wolf,special,G
Soul-Guide Gryff,common,W
Spectral Adversary,mythic,U
Spellrune Painter,uncommon,R
Startle,common,U
Stolen Vitality,common,R
Storm Skreelix,uncommon,Multicolor
Storm the Festival,rare,G
Stormrider Spirit,special,U
Stromkirk Bloodthief,special,B
Stuffed Bear,common,Colorless
Sungold Barrage,common,W
Sungold Sentinel,rare,W
Sunrise Cavalier,uncommon,Multicolor
Sunset Revelry,uncommon,W
Sunstreak Phoenix,mythic,R
Suspicious Stowaway,rare,Multicolor
Tainted Adversary,mythic,B
Tapping at the Window,common,G
Tavern Ruffian,common,R
"Teferi, Who Slows the Sunset",mythic,Multicolor
The Celestus,rare,Colorless
The Meathook Massacre,mythic,B
Thermo-Alchemist,special,R
Thraben Exorcism,common,W
Timberland Guide,common,G
Tireless Hauler,common,G
Tovolar's Huntmaster,rare,G
"Tovolar, Dire Overlord",rare,Multicolor
Triskaidekaphile,rare,U
Turn the Earth,uncommon,G
Unblinking Observer,common,U
Unnatural Growth,special,G
Unnatural Moonrise,uncommon,Multicolor
Unruly Mob,common,W
"Vadrik, Astral Archmage",rare,Multicolor
Vampire Interloper,common,B
Vampire Socialite,uncommon,Multicolor
Vanquish the Horde,rare,W
Vengeful Strangler,uncommon,B
Village Watch,uncommon,R
Vivisection,uncommon,U
Voldaren Ambusher,uncommon,R
Voldaren Stinger,common,R
Wake to Slaughter,rare,Multicolor
Willow Geist,rare,G
Winterthorn Blessing,uncommon,Multicolor
Wrenn and Seven,mythic,G
