name,rarity,color_identity
"Lotho, Corrupt Shirriff",rare,Multicolor
Lórien Revealed,common,U
Many Partings,common,G
March from the Black Gate,uncommon,B
"Mauhúr, Uruk-hai Captain",uncommon,Multicolor
"Meneldor, Swift Savior",uncommon,U
Meriadoc Brandybuck,uncommon,G
"Merry, Esquire of Rohan",rare,Multicolor
Minas Tirith,rare,W
Mines of Moria,rare,R
Mirkwood Bats,common,B
Mirkwood Spider,common,G
Mirror of Galadriel,uncommon,Colorless
Mirrormere Guardian,common,G
Mithril Coat,rare,Colorless
Mordor Muster,common,B
Mordor Trebuchet,common,B
Morgul-Knife Wound,common,B
Moria Marauder,rare,R
Mount Doom,mythic,Multicolor
Mushroom Watchdogs,common,G
Nasty End,common,B
Nazgûl,uncommon,B
Nimble Hobbit,common,W
Nimrodel Watcher,common,U
"Now for Wrath, Now for Ruin!",common,W
Oath of the Grey Host,uncommon,B
Old Man Willow,uncommon,Multicolor
Oliphaunt,common,R
Olog-hai Crusher,common,R
One Ring to Rule Them All,rare,B
Orcish Bowmasters,rare,B
Orcish Medicine,common,B
Palantír of Orthanc,mythic,Colorless
Pelargir Survivor,common,U
Peregrin Took,uncommon,G
Phial of Galadriel,rare,Colorless
Pippin's Bravery,common,G
"Pippin, Guard of the Citadel",rare,Multicolor
Press the Enemy,rare,U
Prince Imrahil the Fair,uncommon,Multicolor
Protector of Gondor,common,W
Quarrel's End,common,R
"Quickbeam, Upstart Ent",uncommon,G
Radagast the Brown,mythic,G
Rally at the Hornburg,common,R
Ranger's Firebrand,uncommon,R
Rangers of Ithilien,rare,U
Relentless Rohirrim,common,R
Reprieve,uncommon,W
Revive the Shire,common,G
Ringsight,uncommon,Multicolor
Rise of the Witch-king,uncommon,Multicolor
Rising of the Day,uncommon,R
Rivendell,rare,U
Rohirrim Lancer,common,R
Rosie Cotton of South Lane,uncommon,W
Rush the Room,common,R
Sam's Desperate Rescue,common,B
Samwise Gamgee,rare,Multicolor
Samwise the Stouthearted,uncommon,W
Saruman of Many Colors,mythic,Multicolor
Saruman the White,uncommon,U
Saruman's Trickery,uncommon,U
Sauron's Ransom,rare,Multicolor
"Sauron, the Dark Lord",mythic,Multicolor
"Sauron, the Necromancer",rare,B
Scroll of Isildur,rare,U
Second Breakfast,common,W
Shadow Summoning,uncommon,Multicolor
Shadow of the Enemy,mythic,B
"Shadowfax, Lord of Horses",uncommon,Multicolor
"Shagrat, Loot Bearer",rare,Multicolor
"Sharkey, Tyrant of the Shire",rare,Multicolor
Shelob's Ambush,common,B
"Shelob, Child of Ungoliant",rare,Multicolor
Shire Scarecrow,common,Colorless
Shire Shirriff,uncommon,W
Shire Terrace,common,Colorless
Shortcut to Mushrooms,uncommon,G
Shower of Arrows,common,G
Slip On the Ring,common,W
Smite the Deathless,common,R
"Sméagol, Helpful Guide",rare,Multicolor
Snarling Warg,common,B
Soldier of the Grey Host,common,W
Soothing of Sméagol,common,U
Spiteful Banditry,mythic,R
Stalwarts of Osgiliath,common,W
Stern Scolding,uncommon,U
Stew the Coneys,uncommon,G
"Sting, the Glinting Dagger",rare,Colorless
Stone of Erech,uncommon,Colorless
Storm of Saruman,mythic,U
"Strider, Ranger of the North",uncommon,Multicolor
Surrounded by Orcs,common,U
Swarming of Moria,common,R
Tale of Tinúviel,uncommon,W
"The Balrog, Durin's Bane",rare,Multicolor
The Bath Song,uncommon,U
The Battle of Bywater,rare,W
The Black Breath,common,B
The Grey Havens,uncommon,Colorless
The Mouth of Sauron,uncommon,Multicolor
The One Ring,mythic,Colorless
The Ring Goes South,rare,G
The Shire,rare,G
The Torment of Gollum,common,B
The Watcher in the Water,mythic,U
There and Back Again,rare,R
"Théoden, King of Rohan",uncommon,Multicolor
Tom Bombadil,mythic,Multicolor
Took Reaper,common,W
Treason of Isengard,common,U
Troll of Khazad-dûm,common,B
Uglúk of the White Hand,uncommon,Multicolor
Uruk-hai Berserker,common,B
Voracious Fell Beast,uncommon,B
War of the Last Alliance,rare,W
Warbeast of Gorgoroth,common,R
Westfold Rider,common,W
Willow-Wind,common,U
Witch-king of Angmar,mythic,B
Wizard's Rockets,common,Colorless
Wose Pathfinder,common,G
You Cannot Pass!,uncommon,W
Éomer of the Riddermark,uncommon,R
"Éomer, Marshal of Rohan",rare,R
"Éowyn, Fearless Knight",rare,Multicolor
"Éowyn, Lady of Rohan",uncommon,W
